PROTID,UniprotID,Name
m.10403,Q9D6X6,Serine protease 23 OS=Mus musculus GN=Prss23 PE=2 SV=2                    
m.10404,Q5XG71,Small subunit processome component 20 homolog OS=Mus musculus GN=Utp20 PE=2 SV=2                 
m.10406,Q61907,Phosphatidylethanolamine N-methyltransferase OS=Mus musculus GN=Pemt PE=1 SV=4                     
m.10407,3278077,Predicted protein OS=Nematostella vectensis GN=v1g244805 PE=4 SV=1                     
m.1041,Q0VFL3,KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           
m.10410,Q7Z3U7,Protein MON2 homolog OS=Homo sapiens GN=MON2 PE=1 SV=2                    
m.10415,Q99570,Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3                  
m.10417,Q9WU79,Proline dehydrogenase 1 mitochondrial OS=Mus musculus GN=Prodh PE=1 SV=2                           
m.10418,P40305,Interferon alpha-inducible protein 27 mitochondrial OS=Homo sapiens GN=IFI27 PE=2 SV=3                           
m.10419,P27352,Gastric intrinsic factor OS=Homo sapiens GN=GIF PE=1 SV=2                    
m.1042,Q9PTS2,Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     
m.10421,Q12796,Proline-rich nuclear receptor coactivator 1 OS=Homo sapiens GN=PNRC1 PE=1 SV=1                  
m.10422,Q9VLR9,Metallophosphoesterase 1 homolog OS=Drosophila melanogaster GN=PGAP5 PE=2 SV=4                    
m.10423,Q5FW48,Putative L-aspartate dehydrogenase OS=Xenopus tropicalis GN=aspdh PE=2 SV=1                    
m.10427,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G OS=Homo sapiens GN=CACNA1G PE=2 SV=3                 
m.10428,O43614,Orexin receptor type 2 OS=Homo sapiens GN=HCRTR2 PE=2 SV=2                   
m.10429,Q6DFC8,Zinc finger protein 395 OS=Xenopus laevis GN=znf395 PE=2 SV=1                   
m.1043,Q8VI63,MOB kinase activator 2 OS=Mus musculus GN=Mob2 PE=2 SV=1                   
m.10433,Q9HAU5,Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1                  
m.10434,Q9HAU5,Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1                  
m.10438,Q6GR34,Uncharacterized protein C16orf52 homolog A OS=Xenopus laevis PE=2 SV=1                   
m.1044,Q29M42,Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                
m.10443,3266547,Predicted protein OS=Nematostella vectensis GN=v1g238114 PE=4 SV=1                     
m.10444,Q9P203,BTB/POZ domain-containing protein 7 OS=Homo sapiens GN=BTBD7 PE=1 SV=3                   
m.10445,F6R2G2,NLR family CARD domain-containing protein 4 OS=Xenopus tropicalis GN=nlrc4 PE=2 SV=2                 
m.10449,P35556,Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3                      
m.10451,D3Z3C6,AN1-type zinc finger protein 4 OS=Mus musculus GN=Zfand4 PE=4 SV=1                  
m.10452,Q80TN7,Neuron navigator 3 OS=Mus musculus GN=Nav3 PE=1 SV=2                    
m.10453,Q8C0W1,Ankyrin repeat and MYND domain-containing protein 1 OS=Mus musculus GN=Ankmy1 PE=2 SV=1                
m.10454,Q8TC07,TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2                  
m.10457,Q91372,Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  
m.10459,Q5ZJ74,Iron-sulfur cluster assembly 1 homolog mitochondrial OS=Gallus gallus GN=ISCA1 PE=2 SV=1                           
m.1046,Q5BL07,Peroxisome biogenesis factor 1 OS=Mus musculus GN=Pex1 PE=1 SV=2                   
m.10462,Q9Y2H1,Serine/threonine-protein kinase 38-like OS=Homo sapiens GN=STK38L PE=1 SV=3                    
m.10463,Q32NG4,Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 
m.10469,P61291,Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  
m.1047,Q803C1,E3 ubiquitin-protein ligase RNF8 OS=Danio rerio GN=rnf8 PE=2 SV=1                   
m.10470,Q5ZMC3,WD repeat SAM and U-box domain-containing protein 1 OS=Gallus gallus GN=WDSUB1 PE=2 SV=2                           
m.10471,3664080,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_117890 PE=4 SV=1                    
m.10472,Q5D1D6,Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   
m.10473,3270571,Predicted protein OS=Nematostella vectensis GN=v1g201836 PE=4 SV=1                     
m.10476,Q5RA62,TFIIH basal transcription factor complex helicase XPB subunit OS=Pongo abelii GN=ERCC3 PE=2 SV=1               
m.10479,Q91F63,Probable lipid hydrolase 463L OS=Invertebrate iridescent virus 6 GN=IIV6-463L PE=3 SV=1                 
m.1048,Q7ZX20,E3 ubiquitin-protein ligase RNF8-A OS=Xenopus laevis GN=rnf8-a PE=2 SV=1                   
m.10480,3268279,Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1                     
m.10484,Q68EY7,Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   
m.10485,A3PU84,D-inositol 3-phosphate glycosyltransferase OS=Mycobacterium sp. (strain JLS) GN=mshA PE=3 SV=1                  
m.10486,Q6DFB8,Tetratricopeptide repeat protein 37 OS=Xenopus laevis GN=ttc37 PE=2 SV=1                   
m.10487,Q9WTK3,Glycosylphosphatidylinositol anchor attachment 1 protein OS=Mus musculus GN=Gpaa1 PE=1 SV=3                  
m.10488,3272100,Predicted protein OS=Nematostella vectensis GN=v1g232409 PE=4 SV=1                     
m.10489,Q2YDE7,Protein archease OS=Bos taurus GN=ZBTB8OS PE=2 SV=2                     
m.10490,3280147,Predicted protein OS=Nematostella vectensis GN=v1g245953 PE=4 SV=1                     
m.10492,3275460,Predicted protein OS=Nematostella vectensis GN=v1g207959 PE=4 SV=1                     
m.10494,Q99572,P2X purinoceptor 7 OS=Homo sapiens GN=P2RX7 PE=1 SV=4                    
m.10496,Q5R5D5,Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    
m.10497,3287845,Predicted protein OS=Nematostella vectensis GN=v1g223817 PE=4 SV=1                     
m.10499,Q13825,Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           
m.10500,Q920I9,WD repeat-containing protein 7 OS=Mus musculus GN=Wdr7 PE=1 SV=3                   
m.10503,P30975,Tachykinin-like peptides receptor 99D OS=Drosophila melanogaster GN=TkR99D PE=2 SV=2                   
m.10505,Q8NBA8,DTW domain-containing protein 2 OS=Homo sapiens GN=DTWD2 PE=1 SV=1                   
m.10508,Q3TLI0,Trafficking protein particle complex subunit 10 OS=Mus musculus GN=Trappc10 PE=1 SV=2                 
m.10509,Q54H46,Probable serine/threonine-protein kinase drkA OS=Dictyostelium discoideum GN=drkA PE=3 SV=1                   
m.1051,Q9PUK8,Frizzled-7-A OS=Xenopus laevis GN=fzd7-a PE=1 SV=2                      
m.10512,Q5R3Z8,F-box/LRR-repeat protein 2 OS=Pongo abelii GN=FBXL2 PE=2 SV=1                    
m.10513,Q9GZY4,Cytochrome c oxidase assembly factor 1 homolog OS=Homo sapiens GN=COA1 PE=1 SV=1                
m.10516,Q9NZJ4,Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2                      
m.10517,3271430,Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     
m.10521,Unknown,Unknown                           
m.10523,Q98879,Homeobox protein Dlx4a OS=Danio rerio GN=dlx4a PE=2 SV=1                    
m.10525,Q5R4T3,Myeloid leukemia factor 1 OS=Pongo abelii GN=MLF1 PE=2 SV=1                   
m.10526,O97490,Melanotransferrin OS=Oryctolagus cuniculus GN=Mfi2 PE=2 SV=1                      
m.10527,Q9BUZ4,TNF receptor-associated factor 4 OS=Homo sapiens GN=TRAF4 PE=1 SV=1                   
m.1053,Q9NW75,G patch domain-containing protein 2 OS=Homo sapiens GN=GPATCH2 PE=1 SV=1                  
m.10531,Q01196,Runt-related transcription factor 1 OS=Homo sapiens GN=RUNX1 PE=1 SV=3                   
m.10532,P30974,Tachykinin-like peptides receptor 86C OS=Drosophila melanogaster GN=TkR86C PE=2 SV=2                   
m.10535,Q9NP95,Fibroblast growth factor 20 OS=Homo sapiens GN=FGF20 PE=1 SV=1                   
m.10537,Q60520,Paired amphipathic helix protein Sin3a OS=Mus musculus GN=Sin3a PE=1 SV=3                  
m.1054,Q2Q1W2,E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens GN=TRIM71 PE=1 SV=1                   
m.10541,B1VEI4,D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1              
m.10543,Q95LA1,Dimethylaniline monooxygenase [N-oxide-forming] 3 OS=Canis familiaris GN=FMO3 PE=2 SV=3                   
m.10544,3278424,Predicted protein OS=Nematostella vectensis GN=v1g245017 PE=4 SV=1                     
m.10545,3285166,Predicted protein OS=Nematostella vectensis GN=v1g248358 PE=4 SV=1                     
m.10547,Q9JIH7,Serine/threonine-protein kinase WNK1 OS=Rattus norvegicus GN=Wnk1 PE=1 SV=2                    
m.10549,3279056,Predicted protein OS=Nematostella vectensis GN=v1g212496 PE=4 SV=1                     
m.10550,4198147,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_08770 PE=4 SV=1               
m.10551,4769488,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10008868 PE=4 SV=1                     
m.10552,P11369,LINE-1 retrotransposable element ORF2 protein OS=Mus musculus GN=Pol PE=1 SV=2                  
m.10554,Q9Y5Y3,Probable G-protein coupled receptor 45 OS=Homo sapiens GN=GPR45 PE=2 SV=2                  
m.10556,3282180,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     
m.10557,O95295,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1                    
m.10558,3280410,Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1                     
m.10559,Q9NQG7,Hermansky-Pudlak syndrome 4 protein OS=Homo sapiens GN=HPS4 PE=1 SV=2                   
m.1056,O46470,Regulator of G-protein signaling 7 OS=Bos taurus GN=RGS7 PE=1 SV=1                  
m.10560,Q55G75,PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   
m.10564,Q5QNQ6,Oxysterol-binding protein 2 OS=Mus musculus GN=Osbp2 PE=2 SV=1                    
m.10567,Q8K1T0,Transmembrane protease serine 3 OS=Mus musculus GN=Tmprss3 PE=1 SV=2                   
m.10568,3275960,Predicted protein OS=Nematostella vectensis GN=v1g243644 PE=4 SV=1                     
m.10570,Q6P255,Mediator of RNA polymerase II transcription subunit 11 OS=Xenopus tropicalis GN=med11 PE=3 SV=1               
m.10571,Q8N653,Leucine-zipper-like transcriptional regulator 1 OS=Homo sapiens GN=LZTR1 PE=1 SV=2                   
m.10573,Q8BGF8,Solute carrier family 35 member D3 OS=Mus musculus GN=Slc35d3 PE=2 SV=1                 
m.10574,3268431,Predicted protein OS=Nematostella vectensis GN=v1g239294 PE=4 SV=1                     
m.10575,Q8K5C0,Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1                   
m.10577,Q3KNM2,E3 ubiquitin-protein ligase 5-Mar OS=Mus musculus GN=March5 PE=2 SV=1                   
m.10578,P08548,LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=1 SV=1                    
m.10580,3274544,Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1                     
m.10585,Q8VEK0,Cell cycle control protein 50A OS=Mus musculus GN=Tmem30a PE=1 SV=1                  
m.10586,Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    
m.10587,Q96C24,Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2                    
m.1059,Q8R151,NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=2 SV=3                  
m.10595,O02466,Insulin-like peptide receptor OS=Branchiostoma lanceolatum PE=2 SV=1                     
m.10596,3281919,Predicted protein OS=Nematostella vectensis GN=v1g246870 PE=4 SV=1                     
m.10597,Q9W2U4,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2                 
m.10598,3284217,Predicted protein OS=Nematostella vectensis GN=v1g233708 PE=4 SV=1                     
m.1060,P62184,Calmodulin OS=Renilla reniformis PE=1 SV=2                       
m.10600,Q05B87,Frataxin mitochondrial OS=Bos taurus GN=FXN PE=2 SV=1                           
m.10601,Q8BG93,Probable 8-oxo-dGTP diphosphatase NUDT15 OS=Mus musculus GN=Nudt15 PE=1 SV=1                   
m.10602,Q5R9B3,Uncharacterized protein C10orf118 homolog (Fragment) OS=Pongo abelii PE=2 SV=2                   
m.10603,O54991,Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2                    
m.10604,A7MB34,Protein FAM181B OS=Bos taurus GN=FAM181B PE=2 SV=1                     
m.10605,P08478,Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis GN=pam-a PE=1 SV=3                   
m.10607,Q9P3U4,Uncharacterized RING finger protein C328.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC328.02 PE=3 SV=1             
m.10611,Q49LS8,XK-related protein 6 OS=Tetraodon nigroviridis GN=xkr6 PE=2 SV=1                    
m.10612,Q6XD76,Achaete-scute homolog 4 OS=Homo sapiens GN=ASCL4 PE=2 SV=1                    
m.10616,3276940,Predicted protein OS=Nematostella vectensis GN=v1g244159 PE=4 SV=1                     
m.10617,Q4LDE5,Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3                           
m.10621,Q5EA61,Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1                    
m.10622,Q9BZC7,ATP-binding cassette sub-family A member 2 OS=Homo sapiens GN=ABCA2 PE=1 SV=3                 
m.10625,Q04205,Tensin OS=Gallus gallus GN=TNS PE=1 SV=2                      
m.1063,Q9BX70,BTB/POZ domain-containing protein 2 OS=Homo sapiens GN=BTBD2 PE=1 SV=1                   
m.10630,Q99JW4,LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus GN=Lims1 PE=1 SV=3               
m.10633,P82343,N-acylglucosamine 2-epimerase OS=Mus musculus GN=Renbp PE=1 SV=3                     
m.10635,Q8N0U7,Uncharacterized protein C1orf87 OS=Homo sapiens GN=C1orf87 PE=2 SV=1                    
m.10638,Q8C0Y0,Serine/threonine-protein phosphatase 4 regulatory subunit 4 OS=Mus musculus GN=Ppp4r4 PE=2 SV=1                 
m.10641,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A PE=1 SV=2               
m.10642,P43690,Developmentally-regulated GTP-binding protein 1 OS=Xenopus laevis GN=drg1 PE=2 SV=1                   
m.10643,P10356,Uncharacterized protein YER152C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YER152C PE=1 SV=2               
m.10647,Q6P9K8,Caskin-1 OS=Mus musculus GN=Caskin1 PE=1 SV=2                      
m.10649,Q68F70,Integrator complex subunit 4 OS=Xenopus laevis GN=ints4 PE=2 SV=1                   
m.10650,Q566X8,Diencephalon/mesencephalon homeobox protein 1-B OS=Danio rerio GN=dmbx1b PE=2 SV=1                   
m.10651,Q03601,RING finger protein nhl-1 OS=Caenorhabditis elegans GN=nhl-1 PE=1 SV=2                   
m.10652,E7FAM5,E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1                   
m.10653,P29119,Furin-1 OS=Xenopus laevis GN=furin PE=2 SV=1                      
m.10655,4504843,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.10656,5223352,Polyprotein (Fragment) OS=Lytechinus variegatus PE=4 SV=1                      
m.10657,O50655,Integrase/recombinase xerD homolog OS=Selenomonas ruminantium GN=xerD PE=3 SV=1                    
m.10661,Q6P0I8,Exosome complex component MTR3 OS=Danio rerio GN=exosc6 PE=2 SV=2                   
m.10662,3284026,Predicted protein OS=Nematostella vectensis GN=v1g247905 PE=4 SV=1                     
m.10663,Q8WZA2,Rap guanine nucleotide exchange factor 4 OS=Homo sapiens GN=RAPGEF4 PE=1 SV=1                 
m.10664,Q94AM1,Organellar oligopeptidase A chloroplastic/mitochondrial OS=Arabidopsis thaliana GN=OOP PE=1 SV=1                           
m.10667,P02598,Calmodulin OS=Tetrahymena pyriformis PE=1 SV=4                       
m.10669,O15083,ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3                    
m.1067,O35114,Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3                   
m.10670,Q920F5,Malonyl-CoA decarboxylase mitochondrial OS=Rattus norvegicus GN=Mlycd PE=1 SV=1                           
m.10671,3277673,Predicted protein OS=Nematostella vectensis GN=v1g210726 PE=4 SV=1                     
m.10673,Q810J8,Zinc finger FYVE domain-containing protein 1 OS=Mus musculus GN=Zfyve1 PE=2 SV=2                 
m.10676,Q3ZCH9,Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Bos taurus GN=HDHD2 PE=2 SV=1                 
m.10677,P10079,Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2                      
m.10680,A0JM56,Leucine-rich repeat-containing protein 9 OS=Xenopus tropicalis GN=lrrc9 PE=2 SV=2                   
m.10682,O93430,Glycine receptor subunit alphaZ1 OS=Danio rerio GN=glra1 PE=2 SV=1                   
m.10683,Q3SYC2,2-acylglycerol O-acyltransferase 2 OS=Homo sapiens GN=MOGAT2 PE=1 SV=2                    
m.10685,Q06332,Lymphotoxin-alpha OS=Rattus norvegicus GN=Lta PE=3 SV=1                      
m.1069,Q3T0K2,T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1                  
m.10691,Q96JM7,Lethal(3)malignant brain tumor-like protein 3 OS=Homo sapiens GN=L3MBTL3 PE=1 SV=2                  
m.10693,Q61555,Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      
m.10695,Q54ZG7,Transmembrane protein 234 homolog OS=Dictyostelium discoideum GN=DDB_G0277575 PE=3 SV=1                   
m.10697,Q6NS52,Diacylglycerol kinase beta OS=Mus musculus GN=Dgkb PE=2 SV=2                    
m.10699,E7FAM5,E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1                   
m.10700,Q9V4M2,Protein wech OS=Drosophila melanogaster GN=wech PE=1 SV=2                     
m.10701,3277523,Predicted protein OS=Nematostella vectensis GN=v1g244490 PE=4 SV=1                     
m.10704,P25291,Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis familiaris GN=GP2 PE=1 SV=1                
m.10708,Q5UNS9,Collagen-like protein 7 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_L669 PE=4 SV=1                   
m.1071,Q08CH8,Cysteine and histidine-rich protein 1 OS=Danio rerio GN=cyhr1 PE=2 SV=1                  
m.10710,O60140,Uncharacterized protein C18H10.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC18H10.09 PE=4 SV=2               
