Protein,Len,NN,NN,NN,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.11354,351,19,15,14,29,25,18,0.633,3.4146,0,0,0.600933,Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2,P43903
m.11369,202,5,7,13,1,1,0,-2.09,-3.0953,0,0.598297,0,m.11369,
m.11401,144,0,1,0,0,0,0,0.11,0.1253,1,0.636657,0.513576,Dipeptidyl-peptidase 5 OS=Pseudozyma hubeiensis (strain SY62) GN=PHSY_001159 PE=4 SV=1,2718961
m.11404,108,0,0,0,0,0,2,0.558,0.6926,0.484841,0.046617,0.738557,Thioredoxin domain-containing protein 3 homolog OS=Ciona intestinalis GN=CiIC3 PE=2 SV=1,Q95YJ5
m.11405,546,0,0,0,0,0,3,0.736,0.9203,0.052407,0.002933,0.713417,NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio GN=nae1 PE=2 SV=2,Q7SXP2
m.1141,910,1,0,1,1,3,0,0.72,0.9553,0.033128,0.001757,0.709285,Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2,Q6F3J0
m.11430,456,1,4,2,0,0,0,-0.713,-0.9203,0.000032,0.65424,0.000001,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.11436,297,0,7,0,2,3,0,-0.24,-0.4734,0.066677,0.692796,0.00411,m.11436,
m.11439,174,1,1,0,0,0,2,0.469,0.6274,0.687886,0.085545,0.741769,m.11439,
m.11443,1087,2,0,0,0,0,0,-0.069,-0.0863,0.930988,0.706623,0.216067,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2,Q8BZE1
m.1145,390,1,6,6,7,0,1,-0.129,-0.2655,0.4989,0.711218,0.050232,m.1145,
m.11458,213,4,10,10,6,2,8,-0.185,-0.5809,0.015027,0.68195,0.00082,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,Q9H4G4
m.11472,334,10,12,10,17,19,6,0.503,2.0874,0,0,0.632333,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1,O95219
m.1149,736,4,2,4,2,1,4,-0.175,-0.339,0.286542,0.705922,0.022784,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1,Q5EE04
m.115,216,5,8,6,9,9,5,0.396,1.2792,0.000145,0.000005,0.677697,Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1,Q58DS9
m.11503,281,6,3,7,0,5,0,-0.661,-1.3583,0,0.632891,0,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1,P97390
m.1152,2284,0,0,0,0,0,1,0.276,0.331,1,0.448926,0.682156,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2,O35474
m.11523,224,0,0,1,0,0,0,0.12,0.1312,1,0.633223,0.520564,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2,P58200
m.11536,523,0,0,4,1,1,0,-0.611,-0.8209,0.00024,0.661172,0.00001,Peroxisomal acyl-coenzyme A oxidase 1 OS=Cavia porcellus GN=ACOX1 PE=2 SV=1,Q9Z1N0
m.11543,385,15,20,9,20,17,16,0.402,1.9748,0,0,0.637154,Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2,Q6PZE0
m.11544,157,0,0,6,0,1,0,-0.855,-1.2549,0,0.637015,0,m.11544,
m.11553,214,25,52,64,72,33,57,0.38,3.1425,0,0,0.604469,Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3,P46436
m.11555,111,0,0,0,0,0,3,0.806,1.0704,0.006111,0.000277,0.696608,m.11555,
m.11561,392,0,0,0,1,0,0,0.246,0.2761,1,0.513375,0.651168,GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2,Q00422
m.1157,147,3,5,4,7,5,10,0.857,2.4164,0,0,0.62019,Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1,P25867
m.11574,760,0,0,0,1,0,0,0.23,0.2648,1,0.52536,0.643666,Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=2 SV=1,Q9Z1J2
m.1158,604,0,0,0,1,1,1,0.244,0.282,1,0.506938,0.654924,Interferon regulatory factor 2-binding protein-like OS=Mus musculus GN=Irf2bpl PE=1 SV=1,Q8K3X4
m.11585,200,1,0,0,0,1,0,0.213,0.2445,1,0.545741,0.629139,Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REE1 PE=1 SV=1,P40893
m.1159,503,0,0,0,0,1,0,0.179,0.2096,1,0.577329,0.600815,Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1,3269296
m.11603,537,6,5,2,7,4,5,0.451,1.2062,0.000593,0.000023,0.683739,Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1,3284280
m.1163,121,15,9,6,17,14,18,0.715,3.1028,0,0,0.605053,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3,Q4R5J1
m.11636,357,22,6,18,20,4,0,-0.377,-1.4763,0,0.628472,0,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1,3268757
m.11654,271,0,6,0,8,9,5,1.246,2.8225,0,0,0.609833,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,4780878
m.1168,430,2,4,2,0,1,0,-0.896,-1.2273,0,0.638174,0,Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2,Q98943
m.11687,197,0,1,0,0,1,1,0.115,0.1428,1,0.626175,0.533923,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1,Q8VED2
m.11706,165,1,0,1,1,1,0,0.221,0.2609,1,0.529391,0.640982,m.11706,
m.11721,335,0,0,0,1,4,0,0.953,1.268,0.000181,0.000006,0.678589,Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3,Q8NDA8
m.11724,829,1,5,6,5,4,4,0.313,0.763,0.284976,0.022028,0.732016,Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2,P21575
m.11725,118,1,3,3,7,3,0,0.711,1.4845,0.000002,0,0.663152,Cytosolic purine 5_-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1,Q5EBF1
m.11754,237,19,20,12,18,10,17,0.101,0.4697,0.982291,0.257879,0.728818,Contactin-associated protein like 5-2 OS=Mus musculus GN=Cntnap5b PE=2 SV=1,Q0V8T8
m.11756,1226,0,0,0,0,0,1,0.106,0.1166,1,0.641539,0.503036,m.11756,
m.11767,390,0,0,4,0,1,1,-0.608,-0.7922,0.000417,0.663356,0.000018,ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2,Q9JLQ2
m.1177,593,0,0,0,0,1,0,0.178,0.2014,0.999925,0.584127,0.593518,Leucine-rich repeat protein soc-2 homolog OS=Nematostella vectensis GN=v1g189306 PE=3 SV=1,A7SFP1
m.11786,188,1,1,0,8,8,0,2.109,3.2352,0,0,0.603177,Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1,P62323
m.11819,281,3,2,3,7,6,1,0.773,1.6461,0,0,0.653482,Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2,P47844
m.11820,1432,0,0,0,1,0,0,0.218,0.2558,1,0.534579,0.637396,Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1,Q5JRA6
m.11826,566,2,6,3,3,9,1,0.408,0.9582,0.031854,0.001683,0.708948,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",Q8CHT0
m.11831,212,37,21,27,24,16,29,0.029,0.174,0.999927,0.605174,0.567298,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1,Q8L7C9
m.11832,897,17,20,20,24,21,10,0.196,1.0469,0.008819,0.000412,0.699068,Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1,Q28C55
m.1184,205,0,0,4,0,0,0,-0.512,-0.6676,0.003817,0.673797,0.000191,Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4,P11046
m.11842,252,0,0,0,4,4,0,1.428,2.1403,0,0,0.630179,Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1,3270986
m.11876,224,2,0,0,1,5,15,1.936,3.4378,0,0,0.600669,Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3,P13284
m.1188,293,8,10,17,14,11,10,0.211,0.8637,0.103656,0.006393,0.720251,Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1,Q2TFN9
m.11881,218,0,0,0,1,2,1,0.529,0.6613,0.58351,0.063059,0.740539,COMM domain-containing protein 7 OS=Bos taurus GN=COMMD7 PE=2 SV=1,Q3MHX1
m.11903,157,0,0,1,0,0,0,0.194,0.2257,1,0.563296,0.614424,m.11903,
m.11907,647,0,0,0,1,7,0,1.484,2.0523,0,0,0.633801,Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1,O42182
m.11916,339,0,1,0,5,1,2,1.284,1.7613,0,0,0.647306,Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1,Q04336
m.11921,315,3,12,1,1,3,0,-0.985,-1.8346,0,0.617138,0,Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3,Q14749
m.11924,283,0,2,0,2,1,0,0.171,0.2266,1,0.562485,0.615157,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.11960,265,1,0,0,0,0,0,0.227,0.2626,1,0.527641,0.642159,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.11971,202,0,0,0,0,0,7,1.386,2.007,0,0,0.635743,"Protein HIM-4, isoform a OS=Caenorhabditis elegans GN=him-4 PE=4 SV=1",4362198
m.11993,245,0,0,2,1,0,0,-0.097,-0.1209,0.880421,0.710365,0.172099,Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1,Q5E980
m.11995,326,3,8,5,2,1,0,-1.282,-2.2276,0,0.609056,0,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2,Q967D7
m.12002,156,1,1,1,0,2,1,0.541,0.6429,0.640979,0.074627,0.741338,Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1,Q7TSV4
m.12007,433,6,6,6,6,11,4,0.403,1.2751,0.000157,0.000006,0.678022,Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1,Q7T0S7
m.12009,511,2,0,0,0,4,0,0.628,0.9707,0.026845,0.001393,0.707503,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2",P80147
m.12028,524,2,2,13,4,9,6,0.332,1.0079,0.015823,0.000779,0.7033,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1,P02845
m.12030,138,0,0,0,0,2,0,0.576,0.6609,0.584759,0.063295,0.740559,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1,P02845
m.12035,180,5,5,1,3,2,0,-0.42,-0.8235,0.000228,0.660979,0.00001,m.12035,
m.1204,135,0,0,0,1,0,0,0.134,0.161,1,0.614296,0.553848,Protein BolA OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=bolA PE=3 SV=1,Q9KPS0
m.12048,569,10,20,40,37,27,20,0.422,2.6071,0,0,0.614669,Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1,Q96NN9
m.12056,309,2,0,0,0,2,1,0.181,0.2476,1,0.542725,0.631448,Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1,Q54RA4
m.12069,191,0,1,0,0,1,0,0.265,0.2991,1,0.487595,0.665209,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3,Q16527
m.1211,141,0,0,1,0,0,0,0.258,0.2999,1,0.486666,0.665669,m.1211,
m.12124,155,1,18,0,16,12,8,0.831,2.9293,0,0,0.607857,m.12124,
m.12129,447,348,327,536,465,281,286,0.073,1.7956,0,0,0.64557,m.12129,
m.1215,381,67,62,45,31,30,30,-0.434,-3.3312,0,0.596686,0,Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1,3275784
m.12175,403,31,12,18,14,7,10,-0.468,-2.0926,0,0.611401,0,Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1,A7SLW1
m.12185,535,4,3,4,5,5,3,0.4,1.0042,0.016698,0.000827,0.703711,Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1,P52826
m.12229,471,52,60,78,78,57,67,0.303,2.9524,0,0,0.607458,"Citrate synthase, mitochondrial OS=Danio rerio GN=cs PE=2 SV=1",Q7ZVY5
m.1223,739,4,1,1,2,2,0,0.013,0.02,0.997643,0.682974,0.3703,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2,P18654
m.12238,232,49,53,66,58,38,42,0.044,0.3692,1,0.398781,0.698996,Actin-related protein 2/3 complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1,Q9R0Q6
m.1225,1047,0,0,4,1,1,0,-0.594,-0.7385,0.001121,0.667664,0.000052,Serrate RNA effector molecule homolog OS=Bos taurus GN=SRRT PE=2 SV=1,A4IFB1
m.12265,255,0,0,1,0,0,0,0.185,0.2023,0.99991,0.583392,0.594331,m.12265,
m.12286,483,0,0,3,1,1,2,-0.011,-0.017,0.986046,0.693507,0.315203,m.12286,
m.12311,214,5,1,1,0,0,0,-0.754,-1.0691,0.000001,0.645576,0,Dipeptidyl aminopeptidase-like protein 6 OS=Bos taurus GN=DPP6 PE=1 SV=1,P42659
m.12334,1458,8,9,8,8,8,10,0.269,0.986,0.021675,0.0011,0.705756,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3,P02466
m.1234,261,0,0,0,1,0,0,0.069,0.0805,1,0.659622,0.456479,m.1234,
m.1235,511,0,0,0,1,2,1,0.534,0.6127,0.730418,0.096931,0.741952,Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1,Q96HN2
m.12363,254,0,0,0,0,0,3,0.793,1.0201,0.013222,0.000641,0.701956,Putative N-acetylglucosamine-6-phosphate deacetylase OS=Bos taurus GN=AMDHD2 PE=2 SV=1,A7MBC0
m.12364,195,1,1,0,1,1,0,0.159,0.1694,0.999924,0.608464,0.562613,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1,4606641
m.1238,450,10,4,3,4,9,7,0.374,1.1712,0.00112,0.000045,0.686842,Iron/zinc purple acid phosphatase-like protein OS=Mus musculus GN=Papl PE=2 SV=2,Q8BX37
m.12417,694,9,7,12,15,2,11,0.225,0.8305,0.149094,0.009819,0.724261,Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus GN=Agfg1 PE=1 SV=1,Q4KLH5
m.1245,204,67,41,82,67,52,36,0.025,0.2301,1,0.559301,0.61798,Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3,Q6NYB7
m.12482,277,1,0,0,2,1,0,0.554,0.7197,0.40251,0.035332,0.736321,Ephrin type-A receptor 6 OS=Rattus norvegicus GN=Epha6 PE=2 SV=2,P54758
m.1249,263,36,47,65,63,57,49,0.362,3.0934,0,0,0.605194,Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3,Q9Z1Q5
m.12521,914,8,16,19,15,21,7,0.234,1.1269,0.00242,0.000102,0.690978,Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1,Q5REU4
m.12572,324,0,1,0,0,0,1,0.218,0.2523,1,0.538086,0.634885,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,Q92626
m.12573,256,0,0,0,0,0,1,0.164,0.1871,0.999835,0.595426,0.580191,m.12573,
m.12576,162,0,0,1,4,0,0,0.991,1.2853,0.000128,0.000004,0.677217,m.12576,
m.12588,189,0,1,0,0,0,0,0.261,0.2992,1,0.487479,0.665267,Tudor domain-containing protein 1 OS=Homo sapiens GN=TDRD1 PE=2 SV=2,Q9BXT4
m.12589,426,3,0,1,0,0,0,-0.336,-0.4415,0.098633,0.696063,0.006363,Disintegrin and metalloproteinase domain-containing protein 10 (Fragment) OS=Rattus norvegicus GN=Adam10 PE=2 SV=1,Q10743
m.12606,311,0,0,0,0,0,1,0.191,0.2239,1,0.56491,0.612949,m.12606,
m.1261,196,2,6,9,2,0,0,-1.344,-2.3926,0,0.606614,0,N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1,P34059
m.12631,255,8,2,0,0,0,0,-1.191,-1.6532,0,0.622392,0,m.12631,
m.12642,195,113,153,166,156,101,146,0.155,2.2625,0,0,0.625489,Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1,Q5XFX0
m.12643,211,2,3,6,1,0,0,-1.115,-1.6718,0,0.621803,0,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1,3282180
m.12647,377,3,2,0,1,0,0,-0.598,-0.7211,0.001527,0.669123,0.000072,CUB and zona pellucida-like domain-containing protein 1 OS=Rattus norvegicus GN=Cuzd1 PE=2 SV=2,Q9QZT0
m.12648,162,12,10,17,7,9,4,-0.432,-1.5366,0,0.626315,0,m.12648,
m.1265,381,0,0,0,1,1,0,0.255,0.2794,1,0.50979,0.653281,Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1,Q8UUZ1
m.12659,176,0,0,0,2,1,0,0.534,0.6428,0.641291,0.074694,0.741342,Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1,P20693
m.12662,470,2,3,1,13,4,3,1.455,3.1643,0,0,0.604157,Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1,3283492
m.12663,124,0,1,0,0,0,0,0.122,0.1362,1,0.630234,0.526384,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Mus musculus GN=Mdga2 PE=1 SV=1,P60755
m.12673,228,9,11,15,22,5,17,0.44,1.9667,0,0,0.637514,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.12676,293,2,3,3,4,2,3,0.334,0.6719,0.549982,0.057051,0.739949,Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3,Q920J4
m.12686,459,2,6,6,10,5,5,0.592,1.6608,0,0,0.652663,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4,Q9D8W5
m.12693,1749,0,2,0,4,5,2,1.305,2.0908,0,0,0.632193,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3,P01027
m.12695,530,0,0,0,0,1,0,0.213,0.2396,1,0.550439,0.625423,Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1,Q32LC7
m.12698,142,32,17,23,20,11,8,-0.39,-2.0019,0,0.613214,0,40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1,Q8T5Z4
m.12699,199,0,7,0,2,1,1,-0.681,-1.086,0.000001,0.644708,0,Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1,P24409
m.12709,550,20,19,23,24,21,25,0.352,2.0413,0,0,0.634268,T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3,Q3ZBH0
m.12711,510,19,22,6,17,15,20,0.333,1.6867,0,0,0.651242,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,Q9NQW7
m.12713,362,0,0,0,0,0,1,0.159,0.1755,0.999865,0.604086,0.568807,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,Q14344
m.12716,167,35,11,17,2,3,0,-2.208,-5.0203,0,0.592256,0,Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1,29644726
m.1272,921,1,11,0,0,3,0,-0.79,-1.3937,0,0.631538,0,Protein sidekick-1 OS=Gallus gallus GN=SDK1 PE=2 SV=1,Q8AV58
m.12721,179,0,0,0,0,2,0,0.556,0.7267,0.382156,0.032815,0.735679,m.12721,
m.12722,407,2,3,2,1,2,2,-0.101,-0.1645,0.790879,0.712838,0.12445,Protein Hook homolog 3 OS=Xenopus laevis GN=hook3 PE=2 SV=1,Q6GQ73
m.12724,296,0,0,0,3,0,0,0.772,1.097,0.003982,0.000175,0.693907,m.12724,
m.12725,224,72,52,45,43,28,28,-0.31,-2.4728,0,0.605519,0,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1",Q0MQI7
m.12730,327,0,0,1,3,0,0,0.778,1.069,0.006248,0.000284,0.696752,NADH-cytochrome b5 reductase 1 OS=Bos taurus GN=CYB5R1 PE=2 SV=1,Q3MHW9
m.12732,698,30,45,39,69,42,62,0.648,5.1927,0,0,0.591822,Calpain-9 OS=Rattus norvegicus GN=Capn9 PE=2 SV=2,O35920
m.12733,700,3,7,11,4,11,1,-0.01,-0.0289,0.980132,0.696344,0.297551,cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2,P00516
m.12740,434,3,10,6,22,7,6,0.857,2.976,0,0,0.607058,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (Fragment) OS=Sus scrofa GN=SUCLG2 PE=1 SV=2",P53590
m.12744,483,20,5,4,5,2,3,-0.885,-2.135,0,0.610622,0,Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2,C3YWU0
m.12749,100,3,16,2,16,5,31,1.149,4.5907,0,0,0.59352,Transcription factor BTF3 homolog 4 OS=Danio rerio GN=btf3l4 PE=2 SV=1,Q6PC91
m.12757,255,29,53,42,23,23,24,-0.338,-2.3045,0,0.607874,0,Tropomyosin-2 OS=Podocoryne carnea GN=TPM2 PE=2 SV=1,Q9U5M4
m.1276,494,0,0,0,0,0,8,1.446,2.1194,0,0,0.631022,Heat shock factor protein 1 OS=Bos taurus GN=HSF1 PE=2 SV=1,Q08DJ8
m.12762,252,50,56,89,73,52,1,-0.201,-1.6828,0,0.62146,0,Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2,P07996
m.12764,395,1,0,3,2,1,0,-0.053,-0.0796,0.938796,0.705696,0.225114,Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2,Q9VQX4
m.12770,763,0,0,3,0,3,0,0.184,0.2926,1,0.495066,0.661403,ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1,Q2TCH3
m.12773,329,0,0,1,0,0,0,0.187,0.2166,1,0.57134,0.606848,m.12773,
m.12774,857,0,0,1,0,0,0,0.165,0.1978,0.999824,0.587037,0.590235,Inactive rhomboid protein 1 OS=Danio rerio GN=rhbdf1 PE=2 SV=1,Q6GMF8
m.12778,145,4,4,4,0,1,3,-0.739,-1.3855,0,0.631849,0,m.12778,
m.12781,500,0,1,0,0,0,0,0.156,0.1758,0.999848,0.603868,0.569108,m.12781,
m.12786,174,6,6,0,4,3,0,-0.269,-0.6291,0.007139,0.677334,0.000371,Acidic phospholipase A2 S7-48J OS=Austrelaps superbus PE=2 SV=1,Q9PUI0
m.12790,138,24,9,12,10,8,6,-0.398,-1.5642,0,0.625354,0,L-rhamnose mutarotase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154) GN=rhaM PE=3 SV=1,A6KWR4
m.12795,196,0,0,0,0,1,0,0.304,0.348,1,0.427069,0.690086,Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2,Q8R4V0
m.12796,156,13,33,7,10,9,17,-0.162,-0.7028,0.002102,0.67069,0.000102,Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1,P61917
m.12799,378,24,18,15,20,21,18,0.269,1.5217,0.000001,0,0.660811,Lysosome-associated membrane glycoprotein 1 OS=Gallus gallus GN=LAMP1 PE=2 SV=1,P05300
m.12800,381,0,2,2,0,0,0,-0.34,-0.4378,0.103045,0.69644,0.006686,Muscleblind-like protein 2a OS=Takifugu rubripes GN=mbnl2a PE=2 SV=1,Q6Q2B2
m.12809,382,0,3,1,0,0,0,-0.372,-0.4807,0.060749,0.692047,0.003709,Methylosome protein 50 OS=Bos taurus GN=WDR77 PE=2 SV=1,Q5E9I7
m.1281,317,0,0,1,0,1,0,0.272,0.3016,1,0.484684,0.666641,Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2,P49596
m.12810,529,16,9,11,19,7,11,0.264,1.1055,0.003462,0.00015,0.693063,Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1,Q62829
m.12813,219,0,2,0,0,2,0,0.209,0.2798,1,0.509353,0.653535,Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3,P62494
m.12818,193,24,30,28,19,28,17,-0.033,-0.2008,0.69593,0.713274,0.09207,Superoxide dismutase [Cu-Zn] OS=Bos mutus grunniens GN=SOD1 PE=2 SV=3,Q52RN5
m.12824,377,33,64,59,62,53,34,0.178,1.5073,0.000001,0,0.661708,Core histone macro-H2A.1 OS=Rattus norvegicus GN=H2afy PE=1 SV=4,Q02874
m.12825,688,0,0,3,1,1,2,-0.102,-0.1482,0.827758,0.712183,0.14117,Beta-adrenergic receptor kinase 2 OS=Bos taurus GN=ADRBK2 PE=2 SV=1,P26818
m.12826,335,1,0,1,0,0,0,0.26,0.3172,1,0.46605,0.675169,E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens GN=RNF31 PE=1 SV=1,Q96EP0
m.12829,263,0,0,3,0,2,1,0.024,0.0339,0.99987,0.678308,0.390754,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3,Q9NYU2
m.1283,112,13,10,4,12,10,3,0.162,0.6062,0.748496,0.102292,0.741958,60S ribosomal protein L31 OS=Paralichthys olivaceus GN=rpl31 PE=2 SV=1,Q9IA76
m.12839,312,11,6,4,6,1,6,-0.284,-0.7974,0.000378,0.662954,0.000017,Palmitoyl-protein thioesterase 1 OS=Macaca fascicularis GN=PPT1 PE=2 SV=1,Q8HXW6
