Protein,Len,ON,ON,ON,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot_updated
m.11289,232,0,1,0,0,0,0,-0.181,-0.2005,1,0.60911,0.555597,Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1,3281455
m.11297,247,0,0,1,0,0,0,-0.089,-0.1088,1,0.535306,0.641328,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1,4396321
m.11298,283,3,1,1,0,0,0,-0.726,-0.963,0.008609,0.666298,0.00046,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,Q9UGM3
m.113,378,146,95,128,63,60,66,-0.736,-7.9398,0,0.58887,0,m.113,
m.11307,740,1,0,0,2,1,2,0.46,0.5988,0.038843,0.001541,0.732548,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2",Q62077
m.11309,423,0,1,0,0,0,0,-0.08,-0.0875,1,0.513961,0.656732,Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1,A2AJ76
m.11319,252,0,0,0,1,0,0,-0.108,-0.1213,1,0.54708,0.631543,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1",Q6P371
m.1133,280,2,2,1,0,1,0,-0.705,-0.8813,0.028345,0.673537,0.001716,PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2,Q9Y365
m.11340,155,5,1,0,5,3,5,0.597,1.2149,0,0,0.67666,Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1,Q03376
m.11346,282,1,1,0,2,0,1,0.206,0.2526,0.833837,0.096852,0.757594,"Chromosome undetermined SCAF6613, whole genome shotgun sequence OS=Tetraodon nigroviridis GN=GSTENG00003063001 PE=4 SV=1",51839299
m.1135,538,13,19,7,4,5,5,-1.125,-3.9075,0,0.594782,0,ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2,P97793
m.11354,351,29,25,18,32,34,28,0.206,1.2964,0,0,0.670391,Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2,P43903
m.11369,202,1,1,0,1,1,1,-0.185,-0.2124,1,0.616663,0.542015,m.11369,
m.11382,877,0,0,0,0,1,0,-0.155,-0.1876,1,0.600426,0.569672,THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1,B1AZI6
m.11401,144,0,0,0,0,0,0,-0.201,-0.2318,1,0.628073,0.51866,Dipeptidyl-peptidase 5 OS=Pseudozyma hubeiensis (strain SY62) GN=PHSY_001159 PE=4 SV=1,B2RIT0
m.11404,108,0,0,2,0,0,0,-0.365,-0.4432,0.911675,0.695586,0.211716,Thioredoxin domain-containing protein 3 homolog OS=Ciona intestinalis GN=CiIC3 PE=2 SV=1,Q95YJ5
m.11405,546,0,0,3,0,0,0,-0.677,-0.8427,0.047313,0.677212,0.003057,NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio GN=nae1 PE=2 SV=2,Q7SXP2
m.1141,910,1,3,0,1,2,0,-0.388,-0.5588,0.633976,0.700562,0.087114,Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2,Q6F3J0
m.11430,456,0,0,0,0,0,0,-0.107,-0.113,1,0.539325,0.638104,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.11436,297,2,3,0,2,1,0,-0.57,-0.8761,0.030429,0.674024,0.001858,m.11436,
m.11439,174,0,0,2,0,0,0,-0.428,-0.5405,0.688816,0.700797,0.102225,m.11439,
m.11443,1087,0,0,0,0,0,0,-0.036,-0.0419,1,0.46295,0.684729,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2,Q8BZE1
m.11447,101,0,0,0,0,0,0,-0.104,-0.1223,1,0.547998,0.630735,BolA-like protein 3 OS=Homo sapiens GN=BOLA3 PE=1 SV=1,Q53S33
m.1145,390,7,0,1,4,2,2,-0.153,-0.2933,1,0.657525,0.435488,m.1145,
m.11458,213,6,2,8,8,8,6,0.243,0.777,0.002255,0.000075,0.714082,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,Q9H4G4
m.11472,334,17,19,6,12,12,12,-0.234,-1.0012,0.004692,0.663178,0.000237,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1,O95219
m.1149,736,2,1,4,5,3,3,0.379,0.7436,0.004042,0.000138,0.717385,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1,Q5EE04
m.115,216,9,9,5,16,12,14,0.511,1.9965,0,0,0.633706,Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1,Q58DS9
m.11503,281,0,5,0,3,2,0,-0.267,-0.4442,0.910114,0.695706,0.210362,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1,P97390
m.1152,2284,0,0,1,0,0,0,-0.021,-0.0258,1,0.443318,0.693138,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2,O35474
m.11523,224,0,0,0,2,0,0,0.156,0.1977,0.937665,0.149132,0.754224,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2,P58200
m.11536,523,1,1,0,1,2,4,0.772,1.1232,0.000001,0,0.683885,Peroxisomal acyl-coenzyme A oxidase 1 OS=Cavia porcellus GN=ACOX1 PE=2 SV=1,Q9Z1N0
m.11543,385,20,17,16,34,32,30,0.516,3.1236,0,0,0.605758,Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2,Q6PZE0
m.11544,157,0,1,0,1,2,0,0.212,0.2867,0.742655,0.071663,0.757996,m.11544,
m.11553,214,72,33,57,48,53,57,-0.09,-0.824,0.059925,0.67904,0.004002,Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3,P46436
m.11555,111,0,0,3,0,0,0,-0.634,-0.816,0.066139,0.679829,0.004482,m.11555,
m.11561,392,1,0,0,0,0,1,-0.079,-0.0899,1,0.516447,0.655074,GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2,Q00422
m.1157,147,7,5,10,6,7,7,-0.155,-0.4914,0.818753,0.699681,0.151507,Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1,P25867
m.11574,760,1,0,0,0,0,0,-0.088,-0.1024,1,0.529062,0.646122,Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=2 SV=1,Q9Z1J2
m.1158,604,1,1,1,0,0,0,-0.066,-0.0763,1,0.502092,0.664215,Interferon regulatory factor 2-binding protein-like OS=Mus musculus GN=Irf2bpl PE=1 SV=1,Q8K3X4
m.11585,200,0,1,0,0,0,0,-0.068,-0.0805,1,0.506594,0.661457,Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REE1 PE=1 SV=1,P40893
m.1159,503,0,1,0,0,0,0,-0.079,-0.0948,1,0.521458,0.651629,Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1,3269296
m.116,223,0,0,0,1,1,0,-0.158,-0.1821,1,0.596562,0.575467,Casein kinase II subunit beta OS=Danio rerio GN=csnk2b PE=2 SV=1,Q91398
m.11603,537,7,4,5,8,6,7,0.207,0.6186,0.029272,0.001134,0.730412,Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1,3284280
m.1163,121,17,14,18,18,21,18,0.079,0.4063,0.355003,0.020594,0.752136,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3,Q4R5J1
m.11636,357,20,4,0,29,30,29,1.188,5.1707,0,0,0.591117,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1,3268757
m.11654,271,8,9,5,8,8,7,-0.041,-0.1351,1,0.559432,0.620071,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.1168,430,0,1,0,1,3,2,0.64,0.8374,0.00074,0.000023,0.70831,Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2,Q98943
m.11687,197,0,1,1,1,0,0,-0.119,-0.1424,1,0.565696,0.613711,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1,Q8VED2
m.11700,147,0,0,0,2,0,2,0.497,0.6572,0.016451,0.00061,0.726291,Bis(5_-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1,Q566N0
m.11706,165,1,1,0,4,3,3,1.238,1.863,0,0,0.638343,m.11706,
m.11721,335,1,4,0,1,0,0,-0.878,-1.1012,0.000824,0.655751,0.000037,Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3,Q8NDA8
m.11724,829,5,4,4,7,4,6,0.188,0.4848,0.164262,0.007791,0.74475,Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2,P21575
m.11725,118,7,3,0,5,2,2,-0.284,-0.6347,0.399673,0.696804,0.041636,Cytosolic purine 5_-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1,Q5EBF1
m.11734,369,0,0,0,0,1,0,-0.216,-0.2573,1,0.641462,0.485759,ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1,Q8R2E9
m.11744,384,0,0,0,0,0,0,-0.214,-0.238,1,0.631492,0.510886,Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1,3279690
m.11754,237,18,10,17,22,21,25,0.352,1.7885,0,0,0.641219,Contactin-associated protein like 5-2 OS=Mus musculus GN=Cntnap5b PE=2 SV=1,Q0V8T8
m.11756,1226,0,0,1,0,0,0,-0.204,-0.2257,1,0.624603,0.526164,m.11756,
m.11767,390,0,1,1,0,0,0,-0.187,-0.2148,1,0.618134,0.539207,ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2,Q9JLQ2
m.1177,593,0,1,0,0,0,0,-0.106,-0.1243,0.999987,0.549822,0.629109,Leucine-rich repeat protein soc-2 homolog OS=Nematostella vectensis GN=v1g189306 PE=3 SV=1,A7SFP1
m.11786,188,8,8,0,9,7,5,0.16,0.4729,0.187054,0.009097,0.745961,Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1,P62323
m.11819,281,7,6,1,9,7,4,0.271,0.7415,0.00419,0.000143,0.717596,Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2,P47844
m.11820,1432,1,0,0,1,2,1,0.257,0.3233,0.627576,0.050466,0.757236,Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1,Q5JRA6
m.11826,566,3,9,1,2,2,2,-0.886,-1.6939,0,0.626723,0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",Q8CHT0
m.11828,346,0,0,0,0,1,0,-0.175,-0.1914,1,0.603038,0.565596,Partitioning defective 6 homolog gamma OS=Mus musculus GN=Pard6g PE=2 SV=1,Q9JK84
m.11831,212,24,16,29,20,14,18,-0.358,-1.9615,0,0.618213,0,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1,Q8L7C9
m.11832,897,24,21,10,18,16,17,-0.159,-0.8102,0.070976,0.680404,0.004861,Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1,Q28C55
m.1184,205,0,0,0,0,0,0,-0.064,-0.0732,1,0.498729,0.666214,Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4,P11046
m.11842,252,4,4,0,8,16,15,1.414,4.0375,0,0,0.59603,Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1,3270986
m.11872,568,0,0,0,0,0,1,-0.105,-0.1197,1,0.545604,0.632827,DnaJ homolog subfamily C member 2 OS=Rattus norvegicus GN=Dnajc2 PE=2 SV=1,Q7TQ20
m.11876,224,1,5,15,1,3,3,-1.211,-2.6735,0,0.604186,0,Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3,P13284
m.1188,293,14,11,10,20,18,15,0.353,1.5715,0,0,0.6517,Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1,Q2TFN9
m.11881,218,1,2,1,0,0,1,-0.406,-0.4953,0.809528,0.699874,0.147129,COMM domain-containing protein 7 OS=Bos taurus GN=COMMD7 PE=2 SV=1,Q3MHX1
m.11903,157,0,0,0,0,0,0,-0.088,-0.1027,1,0.529358,0.645901,m.11903,
m.11907,647,1,7,0,0,0,0,-1.248,-1.683,0,0.627099,0,Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1,O42182
m.11916,339,5,1,2,0,0,1,-1.164,-1.5558,0,0.631779,0,Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1,Q04336
m.11921,315,1,3,0,6,11,7,1.582,3.2234,0,0,0.604224,Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3,Q14749
m.11924,283,2,1,0,2,0,5,0.622,0.9675,0.000052,0.000001,0.696696,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.11960,265,0,0,0,0,0,0,-0.075,-0.0893,1,0.515827,0.655491,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1,Q5PRE5
m.11971,202,0,0,7,0,0,0,-1.34,-1.859,0,0.621353,0,"Protein HIM-4, isoform a OS=Caenorhabditis elegans GN=him-4 PE=4 SV=1",U6PHC2
m.11993,245,1,0,0,0,0,0,-0.081,-0.0917,1,0.518298,0.653818,Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1,Q5E980
m.11995,326,2,1,0,0,0,0,-0.422,-0.5111,0.770297,0.700462,0.130202,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2,Q967D7
m.12002,156,0,2,1,1,3,1,0.145,0.2111,0.917245,0.135047,0.755388,Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1,Q7TSV4
m.12007,433,6,11,4,10,10,9,0.255,0.953,0.000071,0.000002,0.697942,Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1,Q7T0S7
m.12009,511,0,4,0,1,1,1,-0.889,-1.1571,0.000284,0.652008,0.000012,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2",P80147
m.12028,524,4,9,6,0,0,0,-2.091,-3.1161,0,0.599686,0,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1,P02845
m.12030,138,0,2,0,0,0,0,-0.392,-0.4513,0.898633,0.696509,0.200862,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1,P02845
m.12035,180,3,2,0,5,6,5,0.955,1.9781,0,0,0.634318,m.12035,
m.1204,135,1,0,0,0,0,0,-0.193,-0.2326,1,0.62852,0.517665,Protein BolA OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=bolA PE=3 SV=1,Q9KPS0
m.12048,569,37,27,20,45,43,50,0.442,3.173,0,0,0.604983,Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1,Q96NN9
m.12056,309,0,2,1,0,0,0,-0.451,-0.5461,0.67229,0.700759,0.097415,Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1,Q54RA4
m.12069,191,0,1,0,0,1,0,-0.065,-0.0751,1,0.500795,0.664993,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3,Q16527
m.12085,276,0,0,0,1,0,0,-0.098,-0.1163,1,0.542437,0.635525,m.12085,
m.1211,141,0,0,0,0,0,0,-0.065,-0.0763,1,0.502092,0.664215,m.1211,
m.12124,155,16,12,8,12,11,11,-0.123,-0.4964,0.806917,0.699925,0.145908,m.12124,
m.12129,447,465,281,286,307,310,303,-0.187,-4.2427,0,0.593383,0,m.12129,
m.1215,381,31,30,30,33,35,33,0.028,0.1928,0.94449,0.154488,0.75374,Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1,3275784
m.12175,403,14,7,10,14,15,10,0.16,0.6498,0.018419,0.000689,0.727075,Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1,A7SLW1
m.12185,535,5,5,3,6,9,10,0.595,1.7035,0,0,0.644894,Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1,P52826
m.12198,213,0,0,0,1,0,0,-0.027,-0.0282,1,0.446294,0.69193,Ras-related protein Rab-22A OS=Homo sapiens GN=RAB22A PE=1 SV=2,Q9UL26
m.12223,174,0,0,0,0,0,0,-0.032,-0.0337,1,0.45305,0.689102,m.12223,
m.12229,471,78,57,67,52,50,49,-0.36,-3.1835,0,0.599087,0,"Citrate synthase, mitochondrial OS=Danio rerio GN=cs PE=2 SV=1",Q7ZVY5
m.1223,739,2,2,0,2,1,0,-0.341,-0.4938,0.813102,0.699802,0.148803,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2,P18654
m.12238,232,58,38,42,48,52,48,0.016,0.1364,0.995857,0.223098,0.745723,Actin-related protein 2/3 complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1,Q9R0Q6
m.1225,1047,1,1,0,6,4,4,1.664,2.3244,0,0,0.62341,Serrate RNA effector molecule homolog OS=Bos taurus GN=SRRT PE=2 SV=1,A4IFB1
m.12265,255,0,0,0,0,0,0,-0.141,-0.1577,1,0.578223,0.599713,m.12265,
m.12286,483,1,1,2,3,3,3,0.779,1.3379,0,0,0.667277,m.12286,
m.12306,644,0,0,0,1,2,2,0.402,0.5554,0.069947,0.00294,0.737251,Sodium-dependent multivitamin transporter OS=Rattus norvegicus GN=Slc5a6 PE=2 SV=1,O70247
m.12311,214,0,0,0,1,2,1,0.165,0.2118,0.916089,0.134334,0.755442,Dipeptidyl aminopeptidase-like protein 6 OS=Bos taurus GN=DPP6 PE=1 SV=1,P42659
m.12334,1458,8,8,10,4,6,3,-0.774,-2.2172,0,0.611268,0,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3,P02466
m.1234,261,1,0,0,0,0,0,-0.168,-0.2033,1,0.610926,0.552452,m.1234,
m.12347,255,0,0,0,7,4,5,1.695,2.3835,0,0,0.621675,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1,Q96CG8
m.1235,511,1,2,1,2,1,1,-0.066,-0.0835,1,0.509773,0.659452,Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1,Q96HN2
m.12363,254,0,0,3,2,0,0,-0.362,-0.5033,0.790105,0.700209,0.138394,Putative N-acetylglucosamine-6-phosphate deacetylase OS=Bos taurus GN=AMDHD2 PE=2 SV=1,A7MBC0
m.12364,195,1,1,0,2,3,3,0.981,1.4051,0,0,0.662403,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1,4606641
m.1238,450,4,9,7,11,14,12,0.532,1.9489,0,0,0.635304,Iron/zinc purple acid phosphatase-like protein OS=Mus musculus GN=Papl PE=2 SV=2,Q8BX37
m.12417,694,15,2,11,7,8,6,-0.368,-1.2548,0.000038,0.646066,0.000001,Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus GN=Agfg1 PE=1 SV=1,Q4KLH5
m.1245,204,67,52,36,83,92,90,0.472,4.6307,0,0,0.593018,Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3,Q6NYB7
m.12481,524,0,0,0,1,0,0,-0.118,-0.145,1,0.567882,0.611396,Ephrin type-A receptor 4 OS=Gallus gallus GN=EPHA4 PE=1 SV=2,Q07496
m.12482,277,2,1,0,3,6,5,1.311,2.1906,0,0,0.627504,Ephrin type-A receptor 6 OS=Rattus norvegicus GN=Epha6 PE=2 SV=2,P54758
m.1249,263,63,57,49,65,45,39,-0.187,-1.5546,0,0.631826,0,Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3,Q9Z1Q5
m.12521,914,15,21,7,14,12,16,-0.091,-0.4352,0.92355,0.694575,0.222693,Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1,Q5REU4
m.12533,178,0,0,0,2,0,0,0.274,0.3503,0.5368,0.038279,0.756018,chondroitinase [Bacteroides finegoldii CAG:203],WP_022274969
m.12572,324,0,0,1,0,0,0,-0.109,-0.1261,1,0.551453,0.627633,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,Q92626
m.12573,256,0,0,1,1,0,0,-0.155,-0.1819,1,0.59642,0.575676,m.12573,
m.12576,162,4,0,0,1,0,0,-0.818,-1.0664,0.001547,0.658222,0.000072,m.12576,
m.12588,189,0,0,0,1,0,2,0.273,0.3411,0.568009,0.04213,0.756489,Tudor domain-containing protein 1 OS=Homo sapiens GN=TDRD1 PE=2 SV=2,Q9BXT4
m.12589,426,0,0,0,1,0,0,-0.075,-0.0868,1,0.513232,0.657211,Disintegrin and metalloproteinase domain-containing protein 10 (Fragment) OS=Rattus norvegicus GN=Adam10 PE=2 SV=1,Q10743
m.12606,311,0,0,1,0,0,0,-0.064,-0.0685,1,0.493568,0.669186,m.12606,
m.1261,196,2,0,0,0,0,0,-0.488,-0.6529,0.348025,0.695413,0.034277,N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1,P34059
m.12631,255,0,0,0,9,5,7,1.903,3.032,0,0,0.60727,m.12631,
m.12641,187,0,0,0,0,0,0,-0.038,-0.044,1,0.465451,0.683578,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1,3279955
m.12642,195,156,101,146,85,89,97,-0.474,-5.9316,0,0.589891,0,Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1,Q5XFX0
m.12643,211,1,0,0,0,0,0,0.009,0.0106,1,0.396284,0.709645,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1,3282180
m.12644,250,0,0,0,0,0,0,-0.064,-0.0738,1,0.499383,0.66583,DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2,Q5TZ24
m.12647,377,1,0,0,0,0,0,-0.095,-0.1015,1,0.528173,0.646785,CUB and zona pellucida-like domain-containing protein 1 OS=Rattus norvegicus GN=Cuzd1 PE=2 SV=2,Q9QZT0
m.12648,162,7,9,4,5,3,5,-0.5,-1.4062,0.000001,0.638202,0,m.12648,
m.1265,381,1,1,0,0,1,0,-0.034,-0.0376,1,0.457784,0.687046,Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1,Q8UUZ1
m.12659,176,2,1,0,3,2,2,0.501,0.7815,0.00208,0.000069,0.713643,Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1,P20693
m.12662,470,13,4,3,12,12,14,0.567,2.0629,0,0,0.631542,Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1,3283492
m.12663,124,0,0,0,0,0,0,-0.182,-0.202,1,0.610086,0.553916,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Mus musculus GN=Mdga2 PE=1 SV=1,P60755
m.12673,228,22,5,17,16,13,18,-0.027,-0.126,1,0.551362,0.627716,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,Q8N6F8
m.12676,293,4,2,3,3,1,3,-0.354,-0.6908,0.252482,0.692137,0.022381,Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3,Q920J4
m.12686,459,10,5,5,6,9,5,-0.084,-0.2648,1,0.645072,0.475633,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4,Q9D8W5
m.12693,1749,4,5,2,8,5,8,0.597,1.6577,0,0,0.64709,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3,P01027
m.12695,530,0,1,0,0,0,0,-0.077,-0.0893,1,0.515827,0.655491,Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1,Q32LC7
m.12698,142,20,11,8,23,23,26,0.555,2.8412,0,0,0.610765,40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1,Q8T5Z4
m.12699,199,2,1,1,1,0,0,-0.415,-0.5224,0.740239,0.700702,0.118905,Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1,P24409
m.12707,398,0,0,0,0,0,0,-0.19,-0.2202,1,0.621382,0.532804,m.12707,
m.12709,550,24,21,25,16,19,19,-0.34,-1.9582,0,0.618313,0,T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3,Q3ZBH0
m.12711,510,17,15,20,21,14,10,-0.225,-1.128,0.000498,0.653923,0.000022,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,Q9NQW7
m.12713,362,0,0,1,0,0,0,-0.167,-0.1862,1,0.599452,0.571159,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,Q14344
m.12716,167,2,3,0,5,4,4,0.732,1.408,0,0,0.662198,Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1,Q9LBT9
m.1272,921,0,3,0,0,0,0,-0.65,-0.7801,0.101099,0.68341,0.007333,Protein sidekick-1 OS=Gallus gallus GN=SDK1 PE=2 SV=1,Q8AV58
m.12721,179,0,2,0,3,4,4,1.033,1.6629,0,0,0.646832,m.12721,
m.12722,407,1,2,2,3,1,1,-0.012,-0.0171,1,0.432391,0.69739,Protein Hook homolog 3 OS=Xenopus laevis GN=hook3 PE=2 SV=1,Q6GQ73
m.12724,296,3,0,0,2,3,3,0.471,0.8431,0.000664,0.000021,0.707779,m.12724,
m.12725,224,43,28,28,41,56,50,0.33,2.5047,0,0,0.618342,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1",Q0MQI7
m.12730,327,3,0,0,1,0,0,-0.655,-0.8623,0.036626,0.675328,0.002289,NADH-cytochrome b5 reductase 1 OS=Bos taurus GN=CYB5R1 PE=2 SV=1,Q3MHW9
m.12732,698,69,42,62,68,66,69,0.085,0.8084,0.001275,0.000041,0.711049,Calpain-9 OS=Rattus norvegicus GN=Capn9 PE=2 SV=2,O35920
m.12733,700,4,11,1,9,3,4,-0.058,-0.1605,1,0.580429,0.597051,cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2,P00516
m.12740,434,22,7,6,13,14,12,0.032,0.1363,0.995915,0.22323,0.745704,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (Fragment) OS=Sus scrofa GN=SUCLG2 PE=1 SV=2",P53590
